Type of Event,Event Details,Event Date,Apply Closing Date,Link,Closing Date for Apply,Closing Time for Apply,Event Start Date,Event End Date,location,latitude,longitude
"Gandhi Shilp Bazar National, States, District",GSB (National) at Hyderabad,03/10/2025 to 12/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDY5,2025-07-31,23:45:00,2025-10-03,2025-10-12,Hyderabad,17.406498,78.47724389999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Jodhpur UH,03/10/2025 to 09/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDcz,2025-07-31,23:45:00,2025-10-03,2025-10-09,Jodhpur UH,26.2389469,73.02430939999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Varanasi UH,05/10/2025 to 11/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTEz,2025-07-31,23:45:00,2025-10-05,2025-10-11,Varanasi UH,25.3176452,82.9739144
"Gandhi Shilp Bazar National, States, District",GSB (National) at Lucknow,08/10/2025 to 17/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDc3,2025-07-31,23:45:00,2025-10-08,2025-10-17,Lucknow,26.8466937,80.94616599999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Rajkot,07/10/2025 to 13/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDc2,2025-07-31,23:45:00,2025-10-07,2025-10-13,Rajkot,22.3038945,70.80215989999999
"Gandhi Shilp Bazar National, States, District",GSB (State) at Jabalpur,01/09/2025 to 10/09/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTUx,2025-07-31,23:45:00,2025-09-01,2025-09-10,Jabalpur,23.1685786,79.9338798
"Gandhi Shilp Bazar National, States, District",GSB (District) at Agra,01/10/2025 to 07/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDcx,2025-07-31,23:45:00,2025-10-01,2025-10-07,Agra,27.1766701,78.00807449999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Darbhanga,06/10/2025 to 12/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDc1,2025-07-31,23:45:00,2025-10-06,2025-10-12,Darbhanga,26.1542045,85.8918454
"Gandhi Shilp Bazar National, States, District",GSB (State) at Panaji,03/10/2025 to 12/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDcw,2025-07-31,23:45:00,2025-10-03,2025-10-12,Panaji,15.5009538,73.8293928
"Gandhi Shilp Bazar National, States, District",GSB (District) at Puri UH,03/10/2025 to 09/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDcy,2025-07-31,23:45:00,2025-10-03,2025-10-09,Puri UH,19.8134554,85.8312359
"Gandhi Shilp Bazar National, States, District",GSB (District) at Tiruvanamalai,03/10/2025 to 09/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDc0,2025-07-31,23:45:00,2025-10-03,2025-10-09,Tiruvanamalai,12.2252841,79.07469569999999
"Gandhi Shilp Bazar National, States, District",GSB (State) at Nagpur,04/10/2025 to 13/10/2025,2025-07-31 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDk1,2025-07-31,23:45:00,2025-10-04,2025-10-13,Nagpur,21.1458004,79.0881546
"Gandhi Shilp Bazar National, States, District",GSB (District) at Kakinada UH,29/09/2025 to 05/10/2025,2025-07-25 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDY3,2025-07-25,23:45:00,2025-09-29,2025-10-05,Kakinada UH,16.9890648,82.2474648
"Gandhi Shilp Bazar National, States, District",GSB (State) at Ranchi,19/09/2025 to 28/09/2025,2025-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDQx,2025-07-15,23:45:00,2025-09-19,2025-09-28,Ranchi,23.3440997,85.309562
"Gandhi Shilp Bazar National, States, District",GSB (State) at Ludhiana City,19/09/2025 to 28/09/2025,2025-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDY4,2025-07-15,23:45:00,2025-09-19,2025-09-28,Ludhiana City,30.900965,75.8572758
"Gandhi Shilp Bazar National, States, District",GSB (State) at Shillong,15/09/2025 to 24/09/2025,2025-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDI0,2025-07-15,23:45:00,2025-09-15,2025-09-24,Shillong,25.5787726,91.8932535
"Gandhi Shilp Bazar National, States, District",GSB (District) at Gandhinagar,31/07/2025 to 06/08/2025,2025-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NTY0,2025-07-15,23:45:00,2025-07-31,2025-08-06,Gandhinagar,23.2156354,72.63694149999999
"Gandhi Shilp Bazar National, States, District",GSB (District) at Karnal UH,20/09/2025 to 26/09/2025,2025-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDI5,2025-07-15,23:45:00,2025-09-20,2025-09-26,Karnal UH,29.6856929,76.9904825
"Gandhi Shilp Bazar National, States, District",GSB (District) at Rampur UH,25/09/2025 to 01/10/2025,2025-07-15 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDUy,2025-07-15,23:45:00,2025-09-25,2025-10-01,Rampur UH,28.798299,79.02202869999999
"Gandhi Shilp Bazar National, States, District",GSB (State) at Puducherry,12/09/2025 to 21/09/2025,2025-07-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDM5,2025-07-10,23:45:00,2025-09-12,2025-09-21,Puducherry,11.9415915,79.8083133
"Gandhi Shilp Bazar National, States, District",GSB (District) at Guntur UH,22/09/2025 to 28/09/2025,2025-07-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDU1,2025-07-10,23:45:00,2025-09-22,2025-09-28,Guntur UH,16.3066525,80.4365402
"Gandhi Shilp Bazar National, States, District",GSB (National) at Mysuru UH,12/09/2025 to 21/09/2025,2025-07-10 23:45:00,https://indian.handicrafts.gov.in/en/events/view/NDQw,2025-07-10,23:45:00,2025-09-12,2025-09-21,Mysuru UH,12.2958104,76.6393805
"Gandhi Shilp Bazar National, States, District",GSB (District) at Howrah,16/09/2025 to 22/09/2025,2025-07-10 23:30:00,https://indian.handicrafts.gov.in/en/events/view/NDUx,2025-07-10,23:30:00,2025-09-16,2025-09-22,Howrah,22.5818019,88.33621749999999
